link;comentarios;data_comentario
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Tá subindo é a escada da prisão. Tá quase voltado prá lá!;2019-12-08T11:50:47
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Piada, kkkkkkkkkkkk;2019-12-08T11:50:30
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Eu quero que o Luis Inácio e o Bozo vão praputaqueospariram!!!;2019-12-08T11:50:19
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;No meu entender, não posso me basear por essa pesquisa. Esse instituto já tem a sua credibilidade questionada.;2019-12-08T11:41:36
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Nunca. O Datafolha sempre acertou, dentro da margem de erro;2019-12-08T11:50:08
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;99% não confiam nas pesquisas do datafolha !!!!;2019-12-08T11:50:05
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;A manchete deveria ser: 62% aprovam o governo com ótimo/bom/regular, mas a datafoice não dá o braço a torcer, distorce a realidade com um jornalismo canalha. ;2019-12-08T11:49:51
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;PODE BATER MÍDIA PODRE O CORO AQUI É GROSSO.;2019-12-08T11:43:40
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;Huuuuummmm boiola;2019-12-08T11:49:50
https://g1.globo.com/politica/noticia/2019/12/08/36percent-reprovam-e-30percent-aprovam-o-governo-bolsonaro-diz-datafolha.ghtml;"kkkkkkkkkkkkkkkkkkkkkkkkkkkk ""tá serto""";2019-12-08T11:49:20
